hhcode,Province,Region,PSU,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8
3321300409,Sindh,Rural,33213004,No,Yes,Yes,No,No,No,No,No
3321300410,Sindh,Rural,33213004,Yes,Yes,Yes,Yes,Yes,No,No,No
3321300411,Sindh,Rural,33213004,Yes,Yes,Yes,No,No,No,No,No
3321300412,Sindh,Rural,33213004,No,Yes,Yes,Yes,No,No,No,No
3321300413,Sindh,Rural,33213004,No,Yes,Yes,No,No,No,No,No
3321300414,Sindh,Rural,33213004,Yes,Yes,Yes,No,Yes,Yes,No,Yes
3321300415,Sindh,Rural,33213004,Yes,Yes,Yes,Yes,No,No,No,No
3321300416,Sindh,Rural,33213004,No,Yes,Yes,No,No,No,No,No
3321400101,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400102,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400103,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400104,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400105,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400106,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400107,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400108,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400109,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400110,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400111,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400112,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400113,Sindh,Rural,33214001,Yes,Yes,Yes,No,Yes,No,No,No
3321400114,Sindh,Rural,33214001,Yes,Yes,Yes,No,Yes,No,No,No
3321400115,Sindh,Rural,33214001,Yes,Yes,Yes,No,Yes,No,No,No
3321400116,Sindh,Rural,33214001,No,No,No,No,No,No,No,No
3321400501,Sindh,Rural,33214005,No,No,Yes,No,No,No,No,No
3321400502,Sindh,Rural,33214005,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3321400503,Sindh,Rural,33214005,No,No,No,No,No,No,No,No
3321400504,Sindh,Rural,33214005,No,Yes,Yes,No,No,No,No,No
3321400505,Sindh,Rural,33214005,Yes,Yes,Yes,No,98,No,No,No
3321400506,Sindh,Rural,33214005,No,No,Yes,No,No,No,No,No
3321400508,Sindh,Rural,33214005,No,No,No,No,No,No,No,No
3321400509,Sindh,Rural,33214005,No,No,Yes,No,No,No,No,No
3321400510,Sindh,Rural,33214005,No,Yes,Yes,No,No,No,No,No
3321400511,Sindh,Rural,33214005,No,Yes,Yes,No,No,No,No,No
3321400512,Sindh,Rural,33214005,No,No,No,No,No,No,No,No
3321400513,Sindh,Rural,33214005,Yes,Yes,Yes,No,No,No,No,No
3321400514,Sindh,Rural,33214005,No,No,No,No,No,No,No,No
3321400515,Sindh,Rural,33214005,Yes,Yes,Yes,No,No,No,No,No
3321400516,Sindh,Rural,33214005,No,Yes,Yes,No,No,No,No,No
3331100101,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100102,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100103,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100104,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100105,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100106,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100107,Sindh,Rural,33311001,Yes,Yes,Yes,No,No,No,No,No
3331100108,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100109,Sindh,Rural,33311001,No,Yes,Yes,No,No,No,No,No
3331100110,Sindh,Rural,33311001,No,No,No,No,No,No,No,No
3331100111,Sindh,Rural,33311001,No,Yes,No,No,No,No,No,No
3331100112,Sindh,Rural,33311001,No,Yes,Yes,No,No,No,No,No
3331100113,Sindh,Rural,33311001,No,Yes,Yes,No,Yes,No,Yes,No
3331100114,Sindh,Rural,33311001,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3331100115,Sindh,Rural,33311001,No,Yes,Yes,No,No,No,No,No
3331100116,Sindh,Rural,33311001,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3331200201,Sindh,Rural,33312002,No,Yes,Yes,No,No,No,No,No
3331200202,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200203,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200204,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200205,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200206,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200207,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200208,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200209,Sindh,Rural,33312002,Yes,Yes,Yes,No,Yes,No,No,No
3331200210,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200211,Sindh,Rural,33312002,No,Yes,Yes,No,No,No,No,No
3331200212,Sindh,Rural,33312002,No,Yes,Yes,No,No,No,No,No
3331200213,Sindh,Rural,33312002,No,No,No,No,No,No,No,No
3331200214,Sindh,Rural,33312002,No,Yes,Yes,No,No,No,No,No
3331200215,Sindh,Rural,33312002,Yes,Yes,Yes,No,No,No,No,No
3331300301,Sindh,Rural,33313003,Yes,Yes,Yes,No,No,No,No,No
3331300302,Sindh,Rural,33313003,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3331300303,Sindh,Rural,33313003,No,No,No,No,No,No,No,No
3331300304,Sindh,Rural,33313003,Yes,Yes,Yes,No,Yes,No,No,No
3331300305,Sindh,Rural,33313003,No,No,No,No,No,No,No,No
3331300306,Sindh,Rural,33313003,No,Yes,Yes,No,Yes,No,No,No
3331300307,Sindh,Rural,33313003,Yes,Yes,Yes,No,Yes,No,No,No
3331300308,Sindh,Rural,33313003,Yes,Yes,Yes,Yes,No,Yes,No,No
3331300309,Sindh,Rural,33313003,No,No,No,No,No,No,No,No
3331300310,Sindh,Rural,33313003,No,No,No,No,No,No,No,No
3331300311,Sindh,Rural,33313003,No,Yes,Yes,No,No,No,No,No
3331300312,Sindh,Rural,33313003,No,Yes,Yes,No,No,No,No,No
3331300313,Sindh,Rural,33313003,Yes,Yes,Yes,No,No,No,No,No
3331300314,Sindh,Rural,33313003,No,Yes,Yes,No,No,No,No,No
3331300315,Sindh,Rural,33313003,No,No,No,No,No,No,No,No
3331300316,Sindh,Rural,33313003,No,Yes,Yes,No,No,No,No,No
3331400401,Sindh,Rural,33314004,Yes,No,Yes,No,No,No,No,No
3331400402,Sindh,Rural,33314004,Yes,Yes,Yes,No,No,No,No,No
3331400403,Sindh,Rural,33314004,Yes,No,Yes,No,Yes,No,No,No
3331400404,Sindh,Rural,33314004,No,No,No,No,No,No,No,No
3331400405,Sindh,Rural,33314004,No,Yes,Yes,No,No,No,No,No
3331400406,Sindh,Rural,33314004,No,Yes,Yes,No,No,No,No,No
3331400407,Sindh,Rural,33314004,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
3331400408,Sindh,Rural,33314004,No,Yes,Yes,No,No,No,No,No
3331400409,Sindh,Rural,33314004,No,No,No,No,No,No,No,No
3331400410,Sindh,Rural,33314004,Yes,Yes,Yes,No,Yes,No,No,No
3331400411,Sindh,Rural,33314004,No,No,No,No,No,No,No,No
3331400412,Sindh,Rural,33314004,No,Yes,Yes,No,No,No,No,No
3331400413,Sindh,Rural,33314004,No,Yes,No,No,No,No,No,No
3331400414,Sindh,Rural,33314004,Yes,Yes,No,Yes,No,No,No,No
3331400415,Sindh,Rural,33314004,Yes,Yes,No,No,No,Yes,Yes,No
3331400416,Sindh,Rural,33314004,Yes,Yes,Yes,No,No,No,No,No
3341100101,Sindh,Rural,33411001,No,No,No,No,No,No,No,No
3341100102,Sindh,Rural,33411001,No,Yes,Yes,No,No,No,No,No
3341100103,Sindh,Rural,33411001,No,No,No,No,No,No,No,No
3341100104,Sindh,Rural,33411001,No,Yes,Yes,No,Yes,No,No,No
3341100105,Sindh,Rural,33411001,No,Yes,No,No,No,No,No,No
3341100106,Sindh,Rural,33411001,No,Yes,Yes,Yes,No,No,No,No
3341100107,Sindh,Rural,33411001,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3341100108,Sindh,Rural,33411001,No,No,No,No,No,No,No,No
3341100109,Sindh,Rural,33411001,No,Yes,Yes,No,No,No,No,No
3341100110,Sindh,Rural,33411001,No,No,No,No,No,No,No,No
3341100111,Sindh,Rural,33411001,No,Yes,Yes,No,No,No,No,No
3341100112,Sindh,Rural,33411001,No,Yes,Yes,Yes,Yes,No,No,No
3341100113,Sindh,Rural,33411001,No,Yes,Yes,No,No,No,No,No
3341100114,Sindh,Rural,33411001,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3341100115,Sindh,Rural,33411001,No,Yes,Yes,Yes,No,No,No,No
3341100116,Sindh,Rural,33411001,Yes,Yes,Yes,No,No,No,No,No
3341100501,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100502,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100503,Sindh,Rural,33411005,No,Yes,No,No,No,No,No,No
3341100504,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100505,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100506,Sindh,Rural,33411005,No,Yes,Yes,No,No,No,No,No
3341100507,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100508,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100509,Sindh,Rural,33411005,No,Yes,No,No,No,No,No,No
3341100510,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100511,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100512,Sindh,Rural,33411005,Yes,Yes,No,Yes,No,Yes,Yes,No
3341100513,Sindh,Rural,33411005,No,Yes,No,No,No,No,No,No
3341100514,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100515,Sindh,Rural,33411005,No,No,No,No,No,No,No,No
3341100516,Sindh,Rural,33411005,No,Yes,Yes,No,No,No,No,No
3341200201,Sindh,Rural,33412002,No,Yes,No,No,No,No,No,No
3341200202,Sindh,Rural,33412002,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
3341200203,Sindh,Rural,33412002,Yes,Yes,Yes,No,No,No,No,No
3341200204,Sindh,Rural,33412002,No,No,No,No,No,No,No,No
3341200205,Sindh,Rural,33412002,Yes,Yes,No,No,No,No,No,No
3341200206,Sindh,Rural,33412002,No,Yes,Yes,No,No,No,No,No
3341200207,Sindh,Rural,33412002,Yes,Yes,No,No,No,No,No,No
3341200208,Sindh,Rural,33412002,Yes,Yes,No,No,No,No,No,No
3341200209,Sindh,Rural,33412002,Yes,Yes,Yes,No,No,No,No,No
3341200210,Sindh,Rural,33412002,No,Yes,Yes,No,No,No,No,No
3341200211,Sindh,Rural,33412002,No,Yes,No,No,No,No,No,No
3341200212,Sindh,Rural,33412002,No,Yes,No,No,No,No,No,No
3341200213,Sindh,Rural,33412002,No,Yes,Yes,No,No,No,No,No
3341200214,Sindh,Rural,33412002,Yes,Yes,No,No,No,No,No,No
3341200215,Sindh,Rural,33412002,No,Yes,No,No,No,No,No,No
3341200216,Sindh,Rural,33412002,Yes,Yes,Yes,No,Yes,No,No,No
3341200601,Sindh,Rural,33412006,No,Yes,Yes,No,No,No,No,No
3341200602,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,No,No,No
3341200603,Sindh,Rural,33412006,No,Yes,Yes,No,No,No,No,No
3341200604,Sindh,Rural,33412006,No,Yes,Yes,No,No,No,No,No
3341200605,Sindh,Rural,33412006,No,Yes,Yes,No,No,No,No,No
3341200606,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,No,No,No
3341200607,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,No,No,No
3341200608,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,No,No,No
3341200609,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,No,No,No
3341200610,Sindh,Rural,33412006,Yes,Yes,Yes,No,Yes,No,No,No
3341200611,Sindh,Rural,33412006,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3341200612,Sindh,Rural,33412006,Yes,Yes,No,Yes,Yes,Yes,Yes,No
3341200613,Sindh,Rural,33412006,No,Yes,Yes,No,Yes,No,No,No
3341200614,Sindh,Rural,33412006,Yes,Yes,Yes,Yes,No,Yes,No,No
3341200615,Sindh,Rural,33412006,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3341200616,Sindh,Rural,33412006,No,Yes,Yes,No,No,No,No,No
3341300301,Sindh,Rural,33413003,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3341300302,Sindh,Rural,33413003,Yes,Yes,No,Yes,No,No,No,No
3341300303,Sindh,Rural,33413003,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3341300304,Sindh,Rural,33413003,No,No,No,No,No,No,No,No
3341300305,Sindh,Rural,33413003,No,Yes,Yes,No,No,No,No,No
3341300306,Sindh,Rural,33413003,No,No,Yes,No,No,No,No,No
3341300307,Sindh,Rural,33413003,No,Yes,Yes,No,Yes,No,No,No
3341300309,Sindh,Rural,33413003,No,Yes,Yes,No,Yes,No,No,No
3341300310,Sindh,Rural,33413003,No,Yes,Yes,No,No,No,No,No
3341300311,Sindh,Rural,33413003,Yes,Yes,Yes,No,Yes,No,No,No
3341300312,Sindh,Rural,33413003,Yes,Yes,Yes,No,No,No,No,No
3341300313,Sindh,Rural,33413003,Yes,Yes,Yes,No,Yes,No,No,No
3341300314,Sindh,Rural,33413003,Yes,Yes,Yes,No,Yes,No,No,No
3341300315,Sindh,Rural,33413003,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3341300316,Sindh,Rural,33413003,No,Yes,Yes,No,No,No,No,No
3341400401,Sindh,Rural,33414004,No,Yes,Yes,No,No,No,No,No
3341400402,Sindh,Rural,33414004,Yes,Yes,No,No,No,No,No,No
3341400403,Sindh,Rural,33414004,Yes,Yes,Yes,Yes,Yes,No,No,No
3341400404,Sindh,Rural,33414004,No,Yes,Yes,No,No,No,No,No
3341400405,Sindh,Rural,33414004,Yes,Yes,Yes,No,No,No,No,No
3341400406,Sindh,Rural,33414004,No,Yes,Yes,No,No,No,No,No
3341400408,Sindh,Rural,33414004,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3341400409,Sindh,Rural,33414004,No,Yes,Yes,Yes,Yes,No,No,No
3341400410,Sindh,Rural,33414004,Yes,Yes,Yes,No,No,No,No,No
3341400411,Sindh,Rural,33414004,No,Yes,Yes,No,No,No,No,No
3341400412,Sindh,Rural,33414004,No,Yes,Yes,No,Yes,No,No,No
3341400413,Sindh,Rural,33414004,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3341400414,Sindh,Rural,33414004,Yes,Yes,Yes,Yes,No,No,Yes,Yes
3341400415,Sindh,Rural,33414004,Yes,Yes,Yes,No,No,No,No,No
3341400416,Sindh,Rural,33414004,No,Yes,Yes,No,Yes,No,No,No
3351100301,Sindh,Rural,33511003,No,Yes,Yes,No,No,No,No,No
3351100302,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100303,Sindh,Rural,33511003,Yes,Yes,Yes,Yes,Yes,No,No,No
3351100304,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100305,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100306,Sindh,Rural,33511003,Yes,Yes,No,No,Yes,Yes,Yes,Yes
3351100307,Sindh,Rural,33511003,Yes,Yes,Yes,No,Yes,No,Yes,No
3351100308,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100309,Sindh,Rural,33511003,No,No,Yes,No,98,No,No,No
3351100310,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100311,Sindh,Rural,33511003,No,Yes,Yes,No,No,No,No,No
3351100312,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100313,Sindh,Rural,33511003,No,No,No,No,No,No,No,No
3351100314,Sindh,Rural,33511003,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3351100315,Sindh,Rural,33511003,Yes,Yes,Yes,Yes,No,No,No,No
3351100701,Sindh,Rural,33511007,No,No,No,No,No,No,No,No
3351100702,Sindh,Rural,33511007,Yes,No,No,No,No,No,No,No
3351100703,Sindh,Rural,33511007,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3351100704,Sindh,Rural,33511007,No,No,No,No,No,No,No,No
3351100705,Sindh,Rural,33511007,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3351100706,Sindh,Rural,33511007,Yes,Yes,Yes,No,No,No,No,No
3351100707,Sindh,Rural,33511007,Yes,Yes,Yes,No,No,No,No,No
3351100708,Sindh,Rural,33511007,Yes,Yes,Yes,Yes,Yes,No,No,No
3351100709,Sindh,Rural,33511007,No,No,No,No,No,No,No,No
3351100710,Sindh,Rural,33511007,No,Yes,Yes,No,Yes,No,No,No
3351100711,Sindh,Rural,33511007,Yes,No,Yes,No,No,No,No,No
3351100712,Sindh,Rural,33511007,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3351100713,Sindh,Rural,33511007,No,Yes,Yes,No,No,No,No,No
3351100714,Sindh,Rural,33511007,No,Yes,Yes,No,No,No,No,No
3351100715,Sindh,Rural,33511007,No,No,No,No,No,No,No,No
3351100716,Sindh,Rural,33511007,Yes,Yes,Yes,No,No,Yes,Yes,Yes
3351200401,Sindh,Rural,33512004,Yes,Yes,Yes,No,Yes,No,No,No
3351200402,Sindh,Rural,33512004,Yes,Yes,No,No,No,No,No,No
3351200403,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,No,No,No,No
3351200404,Sindh,Rural,33512004,Yes,Yes,Yes,No,Yes,No,No,No
3351200405,Sindh,Rural,33512004,Yes,Yes,Yes,No,Yes,No,No,No
3351200406,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3351200408,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3351200409,Sindh,Rural,33512004,No,Yes,Yes,No,Yes,No,No,No
3351200410,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,Yes,No,No,No
3351200411,Sindh,Rural,33512004,Yes,Yes,No,No,No,No,No,No
3351200412,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3351200413,Sindh,Rural,33512004,Yes,Yes,Yes,No,No,No,No,No
3351200414,Sindh,Rural,33512004,Yes,Yes,Yes,No,No,No,No,No
3351200415,Sindh,Rural,33512004,Yes,Yes,Yes,Yes,No,No,No,No
3351200416,Sindh,Rural,33512004,No,Yes,Yes,No,Yes,No,No,No
3351200801,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,Yes,No,No,No
3351200802,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200803,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200804,Sindh,Rural,33512008,No,Yes,No,No,No,No,No,No
3351200805,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,No,No,No,No
3351200806,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
3351200807,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200808,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200809,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200810,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,Yes,No,No,No
3351200811,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
3351200812,Sindh,Rural,33512008,No,Yes,Yes,No,No,No,No,No
3351200813,Sindh,Rural,33512008,Yes,99,Yes,99,99,99,99,99
3351200814,Sindh,Rural,33512008,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
3351200815,Sindh,Rural,33512008,Yes,Yes,Yes,No,No,No,No,No
3351200816,Sindh,Rural,33512008,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3351300101,Sindh,Rural,33513001,No,No,No,No,No,No,No,No
3351300103,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300104,Sindh,Rural,33513001,No,No,No,No,No,No,No,No
3351300105,Sindh,Rural,33513001,No,Yes,No,No,No,No,No,No
3351300106,Sindh,Rural,33513001,Yes,Yes,Yes,No,Yes,No,No,No
3351300107,Sindh,Rural,33513001,No,No,No,No,No,No,No,No
3351300108,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300109,Sindh,Rural,33513001,Yes,Yes,Yes,No,No,No,No,No
3351300110,Sindh,Rural,33513001,Yes,Yes,Yes,No,No,No,No,No
3351300111,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300112,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300113,Sindh,Rural,33513001,No,No,No,No,No,No,No,No
3351300114,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300115,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300116,Sindh,Rural,33513001,No,Yes,Yes,No,No,No,No,No
3351300501,Sindh,Rural,33513005,Yes,Yes,Yes,No,No,No,No,No
3351300502,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300503,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300504,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300505,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300507,Sindh,Rural,33513005,No,No,No,No,No,No,No,No
3351300508,Sindh,Rural,33513005,Yes,Yes,Yes,No,No,No,Yes,Yes
3351300509,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300510,Sindh,Rural,33513005,Yes,Yes,Yes,No,Yes,No,No,No
3351300511,Sindh,Rural,33513005,No,Yes,Yes,No,Yes,No,No,No
3351300512,Sindh,Rural,33513005,Yes,Yes,Yes,No,Yes,No,No,No
3351300513,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300514,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300515,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351300516,Sindh,Rural,33513005,No,Yes,Yes,No,No,No,No,No
3351400201,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400202,Sindh,Rural,33514002,No,Yes,Yes,No,No,No,No,No
3351400203,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400204,Sindh,Rural,33514002,No,Yes,Yes,No,No,No,No,No
3351400205,Sindh,Rural,33514002,No,Yes,No,No,No,No,No,No
3351400206,Sindh,Rural,33514002,No,Yes,Yes,Yes,Yes,No,No,No
3351400207,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400208,Sindh,Rural,33514002,No,Yes,Yes,No,No,No,No,No
3351400209,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400210,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400211,Sindh,Rural,33514002,No,Yes,Yes,No,No,No,No,No
3351400212,Sindh,Rural,33514002,No,Yes,Yes,No,Yes,No,No,No
3351400213,Sindh,Rural,33514002,Yes,Yes,Yes,Yes,Yes,No,No,No
3351400214,Sindh,Rural,33514002,No,Yes,Yes,Yes,No,No,No,No
3351400215,Sindh,Rural,33514002,No,Yes,Yes,No,No,No,No,No
3351400216,Sindh,Rural,33514002,Yes,Yes,Yes,No,No,No,No,No
3351400601,Sindh,Rural,33514006,Yes,Yes,Yes,No,No,No,No,No
3351400602,Sindh,Rural,33514006,No,Yes,Yes,No,No,No,No,No
3351400603,Sindh,Rural,33514006,Yes,Yes,Yes,Yes,No,No,No,No
3351400604,Sindh,Rural,33514006,No,Yes,Yes,No,Yes,No,No,No
3351400605,Sindh,Rural,33514006,Yes,Yes,Yes,No,No,No,No,No
3351400606,Sindh,Rural,33514006,No,Yes,Yes,No,Yes,No,No,No
3351400607,Sindh,Rural,33514006,Yes,Yes,Yes,No,No,No,No,No
3351400608,Sindh,Rural,33514006,No,Yes,No,No,No,No,No,No
3351400609,Sindh,Rural,33514006,No,Yes,Yes,Yes,No,No,No,No
3351400610,Sindh,Rural,33514006,Yes,Yes,Yes,Yes,No,No,No,No
3351400611,Sindh,Rural,33514006,Yes,Yes,Yes,No,No,No,No,No
3351400612,Sindh,Rural,33514006,No,Yes,Yes,Yes,No,Yes,No,No
3351400613,Sindh,Rural,33514006,No,Yes,Yes,No,No,No,No,No
3351400614,Sindh,Rural,33514006,No,Yes,Yes,No,Yes,No,No,No
3351400615,Sindh,Rural,33514006,Yes,Yes,Yes,No,No,No,No,No
3351400616,Sindh,Rural,33514006,No,Yes,Yes,No,Yes,No,No,No
3361100301,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100302,Sindh,Rural,33611003,No,No,No,No,No,No,No,No
3361100303,Sindh,Rural,33611003,Yes,Yes,Yes,No,No,No,No,No
3361100304,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100305,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100306,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100307,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100308,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100309,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361100310,Sindh,Rural,33611003,Yes,Yes,Yes,No,No,No,No,No
3361100311,Sindh,Rural,33611003,No,Yes,Yes,Yes,No,No,No,No
3361100312,Sindh,Rural,33611003,Yes,Yes,Yes,No,No,No,Yes,Yes
3361100313,Sindh,Rural,33611003,No,Yes,Yes,Yes,Yes,No,No,No
3361100314,Sindh,Rural,33611003,Yes,Yes,Yes,No,No,No,No,No
3361100315,Sindh,Rural,33611003,No,Yes,Yes,Yes,No,No,No,No
3361100316,Sindh,Rural,33611003,No,Yes,Yes,No,No,No,No,No
3361200401,Sindh,Rural,33612004,No,Yes,Yes,Yes,No,No,No,No
3361200402,Sindh,Rural,33612004,No,Yes,Yes,No,No,No,No,No
3361200403,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,Yes,Yes,No,No
3361200404,Sindh,Rural,33612004,No,Yes,Yes,No,No,No,No,No
3361200405,Sindh,Rural,33612004,Yes,Yes,Yes,No,No,No,No,No
3361200406,Sindh,Rural,33612004,No,No,No,No,No,No,No,No
3361200407,Sindh,Rural,33612004,No,Yes,Yes,No,No,No,No,No
3361200408,Sindh,Rural,33612004,Yes,Yes,Yes,No,No,No,No,No
3361200409,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,No,No,No,No
3361200410,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,Yes,No,No,No
3361200411,Sindh,Rural,33612004,No,Yes,Yes,No,No,No,No,No
3361200412,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,Yes,No,No,No
3361200413,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
3361200414,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,No,No,No,No
3361200415,Sindh,Rural,33612004,Yes,Yes,Yes,Yes,No,No,No,No
3361200416,Sindh,Rural,33612004,No,Yes,Yes,No,No,No,No,No
3361300101,Sindh,Rural,33613001,No,Yes,Yes,No,No,No,No,No
3361300102,Sindh,Rural,33613001,No,No,No,No,No,No,No,No
3361300103,Sindh,Rural,33613001,No,Yes,Yes,No,Yes,No,No,No
3361300104,Sindh,Rural,33613001,No,Yes,Yes,No,No,No,No,No
3361300105,Sindh,Rural,33613001,No,Yes,Yes,No,Yes,No,No,No
